Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
Male,33,No,0,0,3,Offer E,Yes,49.4,No,Yes,Fiber Optic,10.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,88.35,262.05,0.0,0,148.2,410.25
Female,38,No,0,0,1,Offer E,Yes,49.33,No,Yes,DSL,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.4,45.4,0.0,0,49.33,94.73
Male,24,Yes,0,4,7,Offer E,Yes,36.14,No,Yes,DSL,85.0,Yes,No,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,49.75,331.3,0.0,0,252.98,584.28
Female,25,Yes,0,1,53,Offer B,Yes,37.85,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,20.8,1021.8,0.0,0,2006.05,3027.85
Female,29,No,0,0,6,Offer E,Yes,6.98,No,Yes,Cable,30.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15,322.9,0.0,0,41.88,364.78
Female,76,Yes,1,7,46,Offer B,Yes,20.42,Yes,Yes,Fiber Optic,16.0,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.2,4972.1,0.0,0,939.32,5911.42
Female,43,No,0,0,6,Offer E,No,0.0,No Phone Service,Yes,Cable,23.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,50.95,307.6,0.0,0,0.0,307.6
Female,64,No,0,0,8,Offer E,Yes,11.2,No,Yes,Fiber Optic,17.0,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,75.6,535.55,0.0,10,89.6,635.15
Male,51,Yes,0,2,24,Offer C,Yes,3.0,Yes,Yes,Fiber Optic,15.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.65,2542.45,0.0,0,72.0,2614.45
Male,48,Yes,2,6,2,Offer E,Yes,29.1,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.95,143.9,0.0,0,58.2,202.1
Female,41,Yes,0,1,11,Offer D,Yes,24.83,No,Yes,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.05,483.7,0.0,0,273.13,756.83
Female,45,Yes,0,2,41,Offer B,Yes,9.85,No,Yes,Fiber Optic,14.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.45,4162.05,0.0,0,403.85,4565.9
Male,63,Yes,0,6,46,Offer B,No,0.0,No Phone Service,Yes,DSL,26.0,Yes,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,40.4,1842.7,0.0,80,0.0,1922.7
Male,47,No,0,0,14,Offer D,Yes,27.8,No,Yes,Fiber Optic,17.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.9,1337.45,0.0,0,389.2,1726.65
Female,64,No,0,0,66,Offer A,No,0.0,No Phone Service,Yes,DSL,29.0,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Mailed Check,47.4,3177.25,0.0,0,0.0,3177.25
Male,55,No,0,0,32,Offer C,Yes,41.52,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.8,607.7,0.0,0,1328.64,1936.34
Male,36,Yes,0,1,70,Offer A,Yes,28.54,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,24.25,1724.15,0.0,0,1997.8,3721.95
Male,64,No,3,0,66,Offer A,Yes,23.81,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,25.3,1673.8,0.0,0,1571.46,3245.26
Male,75,Yes,0,1,37,Offer C,Yes,46.61,Yes,Yes,Fiber Optic,26.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.7,3171.15,0.0,0,1724.57,4895.72
Female,33,Yes,3,5,57,Offer B,Yes,42.14,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,19.5,1167.6,19.89,0,2401.98,3549.69
Male,19,Yes,3,1,24,Offer C,Yes,1.14,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,24.1,587.4,0.0,0,27.36,614.76
Female,21,Yes,0,2,53,Offer B,Yes,42.18,Yes,Yes,Fiber Optic,53.0,No,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,91.15,4862.5,0.0,150,2235.54,7248.04
Male,22,Yes,1,8,62,Offer B,Yes,14.75,Yes,Yes,Fiber Optic,52.0,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.5,6487.2,0.0,150,914.5,7551.7
Male,35,Yes,3,2,34,Offer C,No,0.0,No Phone Service,Yes,DSL,76.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,1442.6,0.0,0,0.0,1442.6
Female,42,No,0,0,25,Offer C,Yes,6.0,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,19.2,532.1,0.0,0,150.0,682.1
Female,21,No,0,0,11,Offer D,Yes,1.16,No,Yes,DSL,41.0,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,54.6,617.85,0.0,0,12.76,630.61
Male,62,No,1,0,62,Offer B,Yes,17.56,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,0.0,1413.0,0.0,0,1088.72,2501.72
Female,40,Yes,2,0,59,Offer B,Yes,42.37,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,25.45,1534.05,0.0,0,2499.83,4033.88
Male,37,Yes,0,1,40,Offer B,Yes,29.46,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.0,4178.65,47.02,0,1178.4,5310.03
Male,63,Yes,0,3,45,Offer B,Yes,30.8,No,Yes,Cable,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.35,3858.05,0.0,0,1386.0,5244.05
Female,35,Yes,2,3,67,Offer A,Yes,40.35,Yes,Yes,Fiber Optic,16.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,106.7,7009.5,0.0,0,2703.45,9712.95
Female,23,Yes,0,1,6,Offer E,Yes,27.44,Yes,Yes,Fiber Optic,58.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,545.2,0.0,0,164.64,709.84
Male,44,No,0,0,13,Offer D,Yes,45.03,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.3,259.65,35.28,0,585.39,809.76
Female,31,Yes,0,9,9,Offer E,Yes,30.07,No,Yes,DSL,30.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,48.6,422.3,20.45,0,270.63,672.48
Male,76,Yes,0,5,31,Offer C,Yes,46.06,Yes,Yes,Fiber Optic,18.0,Yes,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,89.45,2807.65,31.58,0,1427.86,4203.93
Female,60,Yes,0,4,59,Offer B,Yes,16.39,Yes,Yes,Fiber Optic,14.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,5597.65,0.0,0,967.01,6564.66
Female,73,Yes,0,4,71,Offer A,Yes,43.99,Yes,Yes,Fiber Optic,17.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,80.7,5676.0,0.0,0,3123.29,8799.29
Female,55,No,0,0,71,Offer A,Yes,49.52,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,111.3,7985.9,0.0,0,3515.92,11501.82
Male,62,Yes,0,8,38,Offer C,Yes,6.97,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,20.4,743.5,0.0,0,264.86,1008.36
Female,44,No,0,0,1,Offer E,Yes,44.94,No,Yes,Fiber Optic,16.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.95,81.95,0.0,0,44.94,126.89
Male,68,No,0,0,3,Offer E,Yes,35.43,Yes,Yes,Fiber Optic,18.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.0,294.45,0.0,0,106.29,400.74
Male,64,Yes,1,5,62,Offer B,Yes,20.96,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.05,1263.9,0.0,0,1299.52,2563.42
Female,70,Yes,0,1,43,Offer B,No,0.0,No Phone Service,Yes,DSL,21.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,55.55,2342.2,0.0,0,0.0,2342.2
Male,32,Yes,3,7,20,Offer D,Yes,42.06,Yes,Yes,Fiber Optic,23.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,96.8,1826.7,0.0,0,841.2,2667.9
Male,44,No,0,0,11,Offer D,Yes,40.59,No,Yes,DSL,22.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.2,492.0,0.0,150,446.49,1088.49
Male,80,Yes,0,2,51,Offer B,Yes,43.58,Yes,Yes,Cable,22.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.2,4146.05,0.0,0,2222.58,6368.63
Male,60,No,2,0,21,Offer D,Yes,19.57,No,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.65,985.05,0.0,0,410.97,1396.02
Male,49,Yes,1,1,6,Offer E,Yes,1.86,No,Yes,DSL,19.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.3,324.25,0.0,0,11.16,335.41
Male,65,No,0,0,22,Offer D,Yes,40.18,Yes,Yes,Fiber Optic,8.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,96.7,2082.95,0.0,100,883.96,3066.91
Female,22,Yes,0,5,72,Offer A,Yes,22.74,Yes,Yes,Fiber Optic,48.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,94.45,6921.7,0.0,0,1637.28,8558.98
Male,64,Yes,0,4,69,Offer A,Yes,44.33,No,Yes,Cable,18.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.75,5388.15,0.0,0,3058.77,8446.92
Female,31,No,0,0,1,Offer E,No,0.0,No Phone Service,Yes,DSL,8.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,34.7,0.0,0,0.0,34.7
Male,32,No,0,0,33,Offer C,Yes,34.85,No,Yes,Fiber Optic,27.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,80.6,2651.1,0.0,0,1150.05,3801.15
Male,22,Yes,1,1,71,Offer A,Yes,28.34,Yes,Yes,Fiber Optic,59.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.55,7113.75,16.99,0,2012.14,9108.9
Male,24,Yes,0,6,8,Offer E,Yes,2.38,No,Yes,DSL,53.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,393.45,0.0,0,19.04,412.49
Female,37,No,0,0,30,Offer C,Yes,22.64,Yes,Yes,DSL,18.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,68.95,2038.7,0.0,0,679.2,2717.9
Male,49,No,2,0,60,Offer B,Yes,16.59,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.95,1189.9,0.0,0,995.4,2185.3
Male,37,No,0,0,12,Offer D,Yes,2.29,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,25.0,316.2,0.0,0,27.48,343.68
Male,32,Yes,3,3,66,Offer A,Yes,42.84,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,25.7,1714.55,0.0,0,2827.44,4541.99
Female,61,No,0,0,12,Offer D,Yes,15.97,No,Yes,Fiber Optic,19.0,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,85.15,979.05,0.0,0,191.64,1170.69
Female,20,No,0,0,46,Offer B,Yes,5.86,No,Yes,Fiber Optic,82.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.4,4904.2,0.0,0,269.56,5173.76
Male,25,Yes,1,10,72,Offer A,Yes,33.75,Yes,Yes,Cable,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89.7,6339.3,0.0,0,2430.0,8769.3
Female,64,No,0,0,15,Offer D,Yes,32.07,Yes,Yes,Fiber Optic,28.0,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,100.15,1415.0,0.0,0,481.05,1896.05
Female,21,Yes,1,2,51,Offer B,Yes,18.42,Yes,Yes,Fiber Optic,47.0,Yes,No,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,95.15,5000.05,0.0,0,939.42,5939.47
Male,50,Yes,4,9,60,Offer B,Yes,38.44,Yes,Yes,Fiber Optic,57.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.35,4453.3,0.0,0,2306.4,6759.7
Female,34,Yes,0,1,51,Offer B,Yes,47.72,Yes,Yes,Fiber Optic,23.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,98.85,4947.55,0.0,130,2433.72,7511.27
Male,50,No,0,0,28,Offer C,Yes,13.69,No,Yes,Fiber Optic,12.0,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,91.25,2483.65,0.0,0,383.32,2866.97
Female,54,Yes,0,7,72,Offer A,Yes,12.85,Yes,Yes,Fiber Optic,24.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,110.15,7998.8,0.0,70,925.2,8994.0
Female,61,Yes,0,8,64,Offer B,Yes,49.26,Yes,Yes,Fiber Optic,18.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.4,6794.75,32.24,0,3152.64,9915.15
Male,39,No,0,0,72,Offer A,Yes,11.41,Yes,Yes,DSL,17.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.65,6224.8,0.0,0,821.52,7046.32
Male,60,No,0,0,28,Offer C,Yes,44.28,No,Yes,Fiber Optic,5.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,2068.55,0.0,0,1239.84,3308.39
Male,45,Yes,1,2,23,Offer D,No,0.0,No Phone Service,Yes,DSL,19.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.35,678.75,0.0,0,0.0,678.75
Male,56,No,0,0,23,Offer D,Yes,46.17,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,20.45,481.1,0.0,0,1061.91,1543.01
Female,63,Yes,1,3,42,Offer B,Yes,3.14,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.0,833.55,0.0,0,131.88,965.43
Female,47,Yes,7,6,20,Offer D,Yes,36.85,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,25.55,507.4,0.0,0,737.0,1244.4
Female,62,Yes,3,1,8,Offer E,Yes,12.41,Yes,Yes,DSL,53.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.75,446.8,0.0,0,99.28,546.08
Male,54,No,0,0,13,Offer D,Yes,5.43,No,Yes,Fiber Optic,26.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,91.1,1135.7,0.0,80,70.59,1286.29
Male,59,No,0,0,18,Offer D,No,0.0,No Phone Service,Yes,DSL,26.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,33.5,600.0,0.0,0,0.0,600.0
Female,51,Yes,0,1,14,Offer D,Yes,20.4,Yes,Yes,DSL,30.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,64.7,941.0,0.0,0,285.6,1226.6
Male,34,Yes,0,9,70,Offer A,Yes,8.28,Yes,Yes,DSL,5.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,74.8,5315.8,0.0,0,579.6,5895.4
Female,42,No,0,0,14,Offer D,Yes,18.74,No,Yes,Cable,20.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,1025.95,0.0,0,262.36,1288.31
Female,31,Yes,1,0,55,Offer B,Yes,27.7,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.15,998.1,0.0,0,1523.5,2521.6
Male,75,Yes,0,5,72,Offer A,Yes,21.37,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.05,8404.9,0.0,120,1538.64,10063.54
Male,34,Yes,0,9,10,Offer D,Yes,21.85,No,Yes,DSL,9.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.95,568.85,0.0,0,218.5,787.35
Female,35,No,0,0,18,Offer D,Yes,34.12,No,Yes,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,1221.65,0.0,0,614.16,1835.81
Female,46,No,0,0,10,Offer D,Yes,49.5,Yes,Yes,Fiber Optic,19.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.0,818.05,0.0,0,495.0,1313.05
Male,33,No,0,0,46,Offer B,No,0.0,No Phone Service,Yes,DSL,13.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.75,2893.4,0.0,0,0.0,2893.4
Male,48,No,0,0,4,Offer E,Yes,42.8,No,Yes,Fiber Optic,28.0,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,77.85,299.2,0.0,10,171.2,480.4
Male,64,No,0,0,14,Offer D,Yes,8.54,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,19.6,300.4,0.0,0,119.56,419.96
Male,41,Yes,1,1,4,Offer E,Yes,39.04,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,18.85,84.2,0.0,0,156.16,240.36
Male,21,No,0,0,3,Offer E,Yes,29.84,No,Yes,Fiber Optic,30.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,85.7,256.75,0.0,0,89.52,346.27
Male,73,No,0,0,4,Offer E,No,0.0,No Phone Service,Yes,DSL,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.2,102.5,0.0,0,0.0,102.5
Male,55,Yes,3,8,12,Offer D,Yes,44.12,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,25.4,313.0,0.0,0,529.44,842.44
Female,53,No,0,0,8,Offer E,Yes,48.14,Yes,Yes,DSL,18.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,71.15,563.65,0.0,0,385.12,948.77
Male,33,No,0,0,47,Offer B,Yes,36.78,No,Yes,DSL,25.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,4138.9,0.0,0,1728.66,5867.56
Female,57,Yes,0,10,69,Offer A,Yes,39.78,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,24.25,1641.8,45.75,0,2744.82,4340.87
Female,40,No,0,0,52,Offer B,No,0.0,No Phone Service,Yes,DSL,19.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,58.75,3038.55,0.0,0,0.0,3038.55
Male,22,Yes,2,5,16,Offer D,Yes,9.16,Yes,Yes,DSL,59.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.9,1398.25,0.0,0,146.56,1544.81
Female,21,Yes,0,2,20,Offer D,Yes,19.15,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,20.0,416.45,0.0,0,383.0,799.45
Male,40,No,0,0,1,Offer E,Yes,27.46,No,Yes,DSL,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.8,44.8,0.0,0,27.46,72.26
Male,61,No,0,0,2,Offer E,Yes,43.47,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.0,165.45,0.0,0,86.94,252.39
Male,75,Yes,0,3,49,Offer B,Yes,22.92,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,90.05,4547.25,0.0,0,1123.08,5670.33
Male,55,No,0,0,8,Offer E,No,0.0,No Phone Service,Yes,Cable,4.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30.45,226.45,0.0,0,0.0,226.45
Female,70,No,0,0,5,Offer E,Yes,12.27,No,Yes,Fiber Optic,20.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,78.95,378.4,0.0,0,61.35,439.75
Female,19,Yes,0,8,71,Offer A,Yes,4.39,Yes,Yes,Fiber Optic,82.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,104.1,7412.25,0.0,0,311.69,7723.94
Male,28,No,0,0,4,Offer E,Yes,26.16,Yes,Yes,Fiber Optic,85.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.7,364.55,1.48,0,104.64,467.71
Male,47,No,0,0,1,Offer E,Yes,4.02,No,Yes,Cable,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,42.9,42.9,0.0,0,4.02,46.92
Female,69,Yes,0,5,22,Offer D,Yes,15.27,Yes,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,25.6,548.8,0.0,0,335.94,884.74
Male,22,No,0,0,2,Offer E,No,0.0,No Phone Service,Yes,Cable,73.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,25.05,56.35,0.0,0,0.0,56.35
Male,37,Yes,2,5,2,Offer E,Yes,7.27,No,No,No Internet,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.3,40.25,0.0,0,14.54,54.79
Male,28,Yes,0,10,70,Offer A,Yes,24.08,No,Yes,DSL,46.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,80.15,5600.15,0.0,0,1685.6,7285.75
Female,45,Yes,2,10,5,Offer E,Yes,35.6,No,Yes,Cable,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.8,220.45,0.0,0,178.0,398.45
Male,30,No,0,0,9,Offer E,Yes,4.81,Yes,Yes,Fiber Optic,69.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.3,918.75,0.0,0,43.29,962.04
Female,60,No,0,0,3,Offer E,Yes,32.43,No,Yes,Fiber Optic,2.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,246.5,0.0,0,97.29,343.79
Female,30,Yes,0,7,70,Offer A,Yes,26.47,Yes,Yes,DSL,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,94.8,6859.05,0.0,0,1852.9,8711.95
Male,47,No,0,0,55,Offer B,Yes,27.65,No,Yes,Cable,26.0,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,64.2,3627.3,0.0,0,1520.75,5148.05
Male,55,No,0,0,56,Offer B,Yes,49.36,No,Yes,DSL,21.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,81.8,4534.45,0.0,0,2764.16,7298.61
Female,64,No,0,0,37,Offer C,No,0.0,No Phone Service,Yes,Cable,6.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,40.2,1478.85,0.0,0,0.0,1478.85
